id_vente,id_client,id_produit,date_vente,quantité,montant_total,channel
612,2630,175,2025-04-03,1,106,Marketplace
613,2223,78,2025-01-02,2,2822,Retail
614,2997,36,2024-05-07,2,878,Retail
615,959,136,2025-04-16,3,2247,Marketplace
616,4030,196,2025-02-24,1,44,Marketplace
617,415,64,2024-05-25,1,840,Online
618,2014,144,2025-04-01,3,3114,Online
619,2552,134,2024-06-12,3,5298,Marketplace
620,4421,154,2024-05-21,1,88,Online
621,4950,134,2025-04-17,1,1766,Retail
622,1226,174,2024-04-01,3,93,Online
623,198,104,2024-12-14,3,4677,Online
624,3135,172,2024-07-20,3,438,Online
625,327,164,2024-05-02,3,72,Retail
626,4457,1,2024-10-10,2,656,Marketplace
627,2284,105,2024-11-17,3,4101,Retail
628,173,98,2024-12-03,3,5859,Marketplace
629,4428,74,2024-01-07,3,6918,Online
630,2636,65,2024-03-21,2,3626,Retail
631,2769,122,2024-02-16,3,3072,Marketplace
632,3583,171,2024-12-29,2,116,Retail
633,1669,152,2025-01-04,1,52,Online
634,3421,140,2024-03-08,2,2760,Online
635,1556,30,2024-11-05,1,1081,Marketplace
636,2160,19,2025-03-11,2,1642,Online
637,4156,152,2025-04-05,3,156,Online
638,3993,180,2024-01-22,2,180,Retail
639,4958,22,2024-10-12,3,2676,Marketplace
640,4888,149,2024-03-27,1,1561,Online
641,963,27,2024-11-02,3,2925,Retail
642,760,137,2024-10-03,3,3684,Retail
643,2312,165,2025-03-19,3,249,Online
644,753,152,2024-04-12,1,52,Retail
645,3194,174,2024-07-12,1,31,Online
646,2747,109,2024-10-02,1,1984,Marketplace
647,2774,185,2024-10-14,3,342,Online
648,1336,41,2025-02-13,2,1384,Marketplace
649,1528,182,2024-12-02,1,82,Online
650,4867,23,2024-12-01,1,1113,Marketplace
651,2419,189,2024-08-20,1,23,Retail
652,1302,185,2024-03-16,3,342,Online
653,1851,126,2024-11-03,2,2246,Marketplace
654,58,175,2024-08-31,3,318,Marketplace
655,2977,81,2024-12-30,2,2306,Marketplace
656,3935,146,2025-01-06,2,3492,Retail
657,4357,196,2024-12-13,1,44,Retail
658,1612,3,2024-02-10,1,965,Marketplace
659,2370,74,2024-07-18,1,2306,Retail
660,4689,90,2024-06-22,1,1486,Retail
661,4724,97,2024-05-19,1,1298,Marketplace
662,3175,81,2024-07-27,2,2306,Online
663,1473,76,2024-05-07,2,3952,Marketplace
664,4721,104,2024-07-11,3,4677,Online
665,1902,186,2025-05-14,2,296,Online
666,3149,152,2024-02-07,1,52,Retail
667,2468,196,2024-01-09,3,132,Online
668,3983,149,2025-02-20,2,3122,Retail
669,49,99,2024-04-20,2,4870,Marketplace
670,3288,96,2024-01-25,3,2583,Marketplace
671,3223,114,2024-05-01,1,1233,Online
672,3243,175,2024-05-02,2,212,Marketplace
673,3039,80,2024-01-23,1,2221,Online
674,4350,19,2025-03-30,3,2463,Retail
675,3514,178,2024-05-16,1,119,Online
676,4465,56,2024-10-27,3,5748,Online
677,1773,192,2024-10-27,1,102,Online
678,969,32,2024-03-25,3,3576,Online
679,1944,8,2024-11-23,3,1134,Online
680,2989,179,2024-03-10,1,25,Online
681,2149,112,2024-06-22,3,1620,Online
682,1639,160,2025-01-27,3,213,Marketplace
683,4657,139,2024-08-27,2,2994,Retail
684,3004,15,2024-04-28,3,2619,Online
685,1530,181,2025-05-11,3,393,Marketplace
686,406,148,2024-11-15,1,1404,Retail
687,3526,46,2024-01-23,3,2415,Online
688,2858,29,2025-04-14,2,954,Marketplace
689,2636,76,2024-05-11,2,3952,Marketplace
690,4838,55,2025-05-02,3,4974,Online
691,2614,176,2024-05-26,1,41,Retail
692,4956,187,2024-05-24,3,297,Retail
693,2699,94,2024-04-25,2,3988,Retail
694,1019,191,2024-10-12,1,125,Online
695,4597,19,2024-03-02,3,2463,Retail
696,4877,78,2024-07-18,3,4233,Marketplace
697,2871,184,2024-09-28,3,303,Online
698,2319,7,2025-01-25,2,2272,Marketplace
699,3328,146,2024-03-21,2,3492,Online
700,3040,62,2024-03-17,3,5166,Online
701,4056,53,2024-01-27,2,2060,Marketplace
702,3338,24,2024-07-13,3,2667,Online
703,3346,7,2024-02-22,1,1136,Marketplace
704,2537,154,2024-10-04,1,88,Marketplace
705,3668,150,2024-01-06,1,1015,Marketplace
706,1264,112,2025-01-22,2,1080,Marketplace
707,132,186,2024-03-08,2,296,Online
708,516,181,2024-07-06,2,262,Retail
709,223,35,2024-02-06,2,1700,Marketplace
710,36,100,2024-02-04,1,1745,Marketplace
711,739,113,2024-08-04,1,1331,Marketplace
712,2589,73,2024-08-04,1,1753,Online
713,4314,156,2024-08-13,2,298,Retail
714,3060,116,2024-03-07,1,669,Online
715,2476,131,2024-02-08,2,3634,Online
716,4840,173,2024-06-16,1,137,Marketplace
717,4647,102,2024-05-15,2,1502,Online
718,3076,157,2025-05-10,3,375,Marketplace
719,2994,117,2024-04-19,3,1770,Online
720,2621,34,2024-12-21,3,3453,Marketplace
721,446,116,2024-06-12,3,2007,Retail
722,1009,152,2024-10-20,2,104,Retail
723,4299,161,2024-11-22,1,57,Retail
724,3260,97,2024-08-10,3,3894,Retail
725,3315,165,2024-10-24,2,166,Online
726,2705,70,2024-07-17,2,3576,Online
727,1926,72,2024-04-09,3,3285,Marketplace
728,4975,92,2024-09-10,3,6831,Marketplace
729,4584,168,2024-08-23,3,129,Marketplace
730,57,45,2024-07-10,3,2505,Retail
731,403,56,2025-01-30,2,3832,Online
732,3918,177,2025-03-09,1,128,Marketplace
733,727,183,2024-10-04,3,132,Marketplace
734,49,51,2025-02-16,1,1314,Retail
735,4618,188,2024-04-05,1,68,Online
736,4944,80,2024-07-03,1,2221,Marketplace
737,1982,126,2024-04-21,2,2246,Online
738,4946,157,2024-12-23,1,125,Marketplace
739,1092,111,2024-04-17,1,1566,Retail
740,2369,67,2024-05-12,2,2480,Online
741,4594,56,2025-04-16,1,1916,Online
742,1967,105,2025-01-25,2,2734,Online
743,3770,115,2024-07-11,2,1722,Retail
744,1531,10,2024-05-12,3,1893,Online
745,3879,164,2025-04-15,2,48,Online
746,1307,79,2024-04-24,3,4179,Retail
747,2771,59,2024-11-29,3,6423,Online
748,1120,48,2024-05-02,1,824,Retail
749,178,167,2024-10-21,1,48,Online
750,2,115,2024-02-03,2,1722,Marketplace
751,1548,71,2024-04-26,3,3006,Online
752,2285,177,2024-05-30,3,384,Online
753,2433,48,2024-09-10,1,824,Retail
754,4954,22,2024-10-29,1,892,Retail
755,4982,199,2024-01-05,1,43,Retail
756,2715,166,2025-02-23,2,246,Marketplace
757,2690,114,2025-03-07,1,1233,Marketplace
758,2803,144,2024-03-05,3,3114,Marketplace
759,3626,1,2024-06-14,1,328,Marketplace
760,4992,37,2024-11-14,3,2292,Online
761,4515,50,2025-05-06,1,786,Online
762,242,191,2024-01-02,1,125,Retail
763,2330,189,2024-05-05,2,46,Online
764,1268,73,2024-04-04,3,5259,Marketplace
765,1234,27,2025-04-12,3,2925,Online
766,3682,163,2024-08-27,2,150,Marketplace
767,1670,100,2025-04-25,1,1745,Online
768,4148,179,2024-12-24,2,50,Online
769,3292,16,2025-04-20,2,1604,Marketplace
770,3917,35,2024-01-15,3,2550,Marketplace
771,1699,4,2024-10-12,1,651,Marketplace
772,1951,126,2024-07-12,1,1123,Online
773,2566,103,2024-03-27,2,1636,Retail
774,2493,185,2024-03-10,3,342,Retail
775,695,91,2025-01-07,2,3200,Online
776,3875,119,2025-02-09,3,4809,Retail
777,440,94,2024-03-08,2,3988,Marketplace
778,152,154,2024-12-11,2,176,Retail
779,3877,24,2025-02-04,2,1778,Marketplace
780,1369,169,2024-08-07,3,369,Marketplace
781,1129,99,2024-07-09,2,4870,Retail
782,3521,115,2025-03-01,1,861,Online
783,328,15,2024-05-05,1,873,Retail
784,1564,19,2025-02-16,2,1642,Retail
785,2924,24,2024-11-20,3,2667,Marketplace
786,3373,137,2025-01-08,2,2456,Online
787,4700,189,2024-08-17,2,46,Marketplace
788,4875,172,2024-09-05,2,292,Retail
789,1712,92,2024-02-23,3,6831,Retail
790,4810,19,2024-12-23,1,821,Retail
791,3969,153,2025-01-18,3,309,Retail
792,2276,152,2025-03-07,3,156,Retail
793,2111,186,2024-11-02,1,148,Retail
794,3501,83,2024-01-18,3,2616,Retail
795,2581,95,2025-02-20,3,5256,Marketplace
796,2311,2,2024-11-01,1,908,Retail
797,1701,53,2024-03-14,3,3090,Marketplace
798,2430,78,2024-04-20,2,2822,Online
799,1823,64,2025-05-14,1,840,Retail
800,3122,27,2024-02-21,2,1950,Online
801,1286,24,2025-01-02,1,889,Retail
802,4372,173,2025-02-16,3,411,Retail
803,855,49,2024-06-17,1,519,Retail
804,4608,78,2025-04-22,2,2822,Marketplace
805,2061,82,2024-01-09,1,1892,Online
806,600,118,2024-04-03,3,2085,Retail
807,3580,39,2025-01-14,2,2250,Retail
808,1127,166,2025-04-10,1,123,Online
809,4351,30,2024-12-26,3,3243,Marketplace
810,2460,28,2024-03-29,2,2016,Retail
811,2794,84,2024-07-22,1,1876,Retail
812,4129,96,2024-12-22,2,1722,Marketplace
813,4206,195,2025-01-31,1,133,Retail
814,1158,59,2025-04-10,3,6423,Online
815,3689,195,2024-09-26,1,133,Retail
816,3958,69,2024-01-30,3,6351,Marketplace
817,4479,42,2025-05-12,3,1731,Marketplace
818,3178,104,2024-09-24,1,1559,Online
819,632,165,2025-01-09,2,166,Online
820,2093,157,2024-10-21,3,375,Retail
821,3284,97,2024-06-05,2,2596,Marketplace
822,4711,188,2024-11-02,3,204,Retail
823,3207,102,2024-01-13,2,1502,Retail
824,4222,145,2024-08-07,2,2892,Retail
825,2207,63,2024-10-17,2,2698,Marketplace
826,4437,177,2024-05-03,1,128,Online
827,3644,73,2024-03-19,3,5259,Online
828,978,10,2024-01-26,2,1262,Retail
829,4702,200,2025-03-26,1,55,Online
830,686,72,2024-07-15,2,2190,Marketplace
831,61,11,2024-02-20,1,642,Marketplace
832,2920,154,2025-04-06,2,176,Marketplace
833,3684,170,2024-12-16,3,129,Retail
834,2276,85,2024-06-18,2,3162,Marketplace
835,4283,27,2025-04-29,3,2925,Marketplace
836,2686,177,2025-01-19,2,256,Marketplace
837,2885,44,2024-02-21,2,1026,Online
838,3853,194,2024-08-08,2,178,Marketplace
839,57,189,2024-01-27,1,23,Marketplace
840,3657,71,2024-06-21,3,3006,Retail
841,4350,97,2025-03-14,2,2596,Online
842,471,148,2024-07-01,2,2808,Online
843,3135,36,2024-06-29,2,878,Marketplace
844,873,170,2024-03-19,2,86,Online
845,2479,148,2024-05-13,2,2808,Online
846,4823,162,2024-11-09,3,312,Marketplace
847,41,12,2024-03-14,2,1900,Online
848,4336,177,2024-07-27,1,128,Retail
849,140,104,2024-09-19,2,3118,Online
850,3850,130,2025-03-20,2,3572,Online
851,521,105,2024-08-19,3,4101,Online
852,3345,165,2024-04-09,1,83,Online
853,2444,165,2025-02-18,3,249,Marketplace
854,1739,121,2024-09-19,1,1895,Retail
855,498,67,2024-03-29,2,2480,Online
856,2727,81,2025-01-09,3,3459,Online
857,4381,126,2024-04-24,3,3369,Online
858,2278,23,2025-01-17,3,3339,Online
859,2205,93,2024-12-08,1,1538,Retail
860,4784,6,2025-01-29,1,1126,Marketplace
861,543,106,2025-02-25,3,3594,Retail
862,4886,121,2024-09-05,2,3790,Retail
863,1106,188,2025-03-06,2,136,Marketplace
864,1253,62,2024-10-11,2,3444,Marketplace
865,1719,124,2024-07-04,1,1663,Marketplace
866,2215,60,2024-09-26,3,3828,Online
867,2604,110,2025-04-13,2,1258,Online
868,1677,90,2024-06-30,2,2972,Marketplace
869,4032,101,2024-06-02,3,5982,Retail
870,4695,163,2024-06-13,1,75,Marketplace
871,1825,10,2024-10-20,3,1893,Marketplace
872,155,149,2025-03-30,3,4683,Marketplace
873,4494,156,2024-01-24,3,447,Online
874,3541,198,2024-01-01,3,72,Online
875,2056,173,2024-05-18,3,411,Online
876,363,41,2025-02-14,3,2076,Online
877,2899,111,2025-04-11,1,1566,Retail
878,1147,158,2024-06-19,3,201,Retail
879,144,39,2024-08-27,2,2250,Online
880,1259,178,2024-01-21,2,238,Online
881,4617,132,2025-01-15,1,1118,Marketplace
882,3767,52,2024-08-29,3,2451,Marketplace
883,3579,185,2024-08-23,3,342,Marketplace
884,2993,19,2025-05-04,3,2463,Online
885,2530,19,2024-02-04,3,2463,Retail
886,2190,178,2025-04-10,2,238,Retail
887,1303,189,2024-04-13,3,69,Online
888,4277,132,2025-01-21,3,3354,Retail
889,4968,53,2024-06-12,1,1030,Retail
890,3248,191,2024-12-22,3,375,Retail
891,869,79,2024-10-19,2,2786,Marketplace
892,2005,11,2024-11-27,1,642,Online
893,3518,179,2024-01-16,1,25,Retail
894,2954,1,2025-01-04,3,984,Retail
895,2294,106,2024-03-25,2,2396,Marketplace
896,3937,107,2024-05-29,2,1290,Retail
897,809,98,2025-03-10,1,1953,Marketplace
898,21,189,2024-07-15,1,23,Marketplace
899,4837,187,2024-04-19,1,99,Retail
900,709,95,2024-07-09,3,5256,Online
901,740,188,2024-08-27,3,204,Retail
902,1226,181,2024-05-30,3,393,Online
903,2964,8,2025-02-24,2,756,Marketplace
904,2560,10,2024-07-31,3,1893,Retail
905,4864,188,2025-03-04,3,204,Online
906,1252,171,2024-04-30,2,116,Online
907,1184,126,2024-04-22,2,2246,Retail
908,976,63,2024-08-18,2,2698,Retail
909,4746,24,2024-01-14,3,2667,Online
910,1868,34,2024-08-29,1,1151,Retail
911,464,157,2024-01-19,3,375,Retail
912,2592,126,2025-02-25,2,2246,Marketplace
913,4442,71,2024-11-17,3,3006,Retail
914,456,79,2024-12-09,2,2786,Retail
915,3818,58,2024-08-16,2,1760,Retail
916,2126,74,2024-02-06,2,4612,Retail
917,3447,123,2024-09-11,2,2742,Marketplace
918,1660,72,2024-10-30,2,2190,Retail
919,4462,60,2024-10-03,1,1276,Retail
920,326,31,2025-03-07,3,2463,Marketplace
921,1722,11,2024-08-24,3,1926,Retail
922,2890,183,2024-10-25,1,44,Online
923,4048,35,2024-11-04,2,1700,Online
924,4760,126,2024-06-03,3,3369,Marketplace
925,4986,7,2025-01-25,3,3408,Retail
926,3200,116,2024-03-26,3,2007,Marketplace
927,1722,188,2024-09-15,3,204,Marketplace
928,4193,24,2024-08-14,3,2667,Marketplace
929,4302,108,2024-01-12,1,919,Online
930,3924,191,2024-07-23,1,125,Online
931,1949,171,2024-10-30,1,58,Marketplace
932,892,90,2024-04-02,3,4458,Online
933,4937,56,2024-01-15,3,5748,Retail
934,723,164,2024-10-07,2,48,Retail
935,1268,84,2025-04-20,1,1876,Retail
936,4424,67,2024-09-24,3,3720,Retail
937,806,189,2024-09-18,2,46,Online
938,4002,9,2024-01-04,1,938,Marketplace
939,4883,71,2024-01-19,2,2004,Online
940,3725,20,2024-10-27,1,948,Online
941,3941,170,2025-02-03,1,43,Online
942,4546,104,2024-03-14,3,4677,Marketplace
943,4971,110,2025-04-02,3,1887,Online
944,2252,188,2025-04-08,1,68,Retail
945,3578,150,2024-12-04,3,3045,Marketplace
946,3721,158,2025-04-16,3,201,Online
947,2591,11,2024-01-23,1,642,Marketplace
948,2687,107,2024-08-23,2,1290,Retail
949,3390,126,2025-03-17,3,3369,Retail
950,1846,182,2025-05-13,3,246,Online
951,2903,62,2024-12-19,2,3444,Marketplace
952,3989,199,2024-08-14,1,43,Online
953,832,6,2025-01-27,3,3378,Online
954,1787,7,2024-02-21,3,3408,Marketplace
955,2788,2,2024-11-19,2,1816,Online
956,2608,4,2024-08-13,3,1953,Retail
957,2929,185,2024-03-06,1,114,Retail
958,4300,65,2024-09-01,1,1813,Retail
959,1824,31,2024-09-21,3,2463,Marketplace
960,2296,102,2024-05-14,3,2253,Online
961,3012,7,2024-09-17,2,2272,Retail
962,858,54,2025-05-12,1,1195,Online
963,524,155,2024-06-06,2,268,Marketplace
964,839,144,2025-01-20,1,1038,Online
965,2644,170,2025-03-11,1,43,Online
966,3282,58,2024-10-01,1,880,Marketplace
967,2657,76,2024-11-17,1,1976,Marketplace
968,4930,27,2024-02-08,3,2925,Retail
969,4775,166,2024-11-23,1,123,Marketplace
970,3657,15,2024-10-02,2,1746,Online
971,1902,61,2024-11-23,1,871,Marketplace
972,2188,82,2024-07-01,3,5676,Marketplace
973,2392,76,2024-05-14,3,5928,Marketplace
974,4707,18,2025-02-18,2,1026,Marketplace
975,1900,114,2025-02-23,1,1233,Marketplace
976,3501,43,2025-05-03,3,3444,Marketplace
977,544,118,2024-08-09,1,695,Online
978,2616,139,2024-09-02,1,1497,Online
979,4146,2,2024-12-04,2,1816,Online
980,2909,29,2024-10-25,1,477,Marketplace
981,3712,53,2024-12-27,2,2060,Online
982,1207,163,2024-12-05,3,225,Marketplace
983,856,100,2024-09-17,1,1745,Marketplace
984,1708,19,2024-12-29,3,2463,Online
985,4628,140,2025-02-28,1,1380,Online
986,4582,105,2024-07-07,2,2734,Retail
987,2493,56,2024-11-24,3,5748,Online
988,1857,159,2024-03-30,1,22,Marketplace
989,3080,164,2025-03-13,1,24,Retail
990,566,137,2024-10-08,2,2456,Marketplace
991,2084,33,2024-10-02,3,1242,Online
992,3546,137,2025-02-12,3,3684,Marketplace
993,3823,170,2025-04-11,1,43,Online
994,2390,27,2025-02-10,2,1950,Marketplace
995,2086,165,2024-07-18,2,166,Online
996,1003,107,2024-06-25,3,1935,Retail
997,4689,103,2024-07-01,3,2454,Retail
998,675,127,2025-04-16,2,1334,Retail
999,2194,197,2025-01-14,2,176,Retail
1000,3480,79,2024-02-02,1,1393,Marketplace
1001,2759,61,2024-01-07,1,871,Online
1002,631,44,2024-09-19,1,513,Retail
1003,3314,68,2024-10-16,1,2399,Retail
1004,2349,77,2025-04-01,1,1163,Online
1005,2457,144,2025-03-04,1,1038,Marketplace
1006,3929,41,2024-07-16,3,2076,Retail
1007,4840,19,2024-05-10,1,821,Retail
1008,3989,118,2025-02-19,1,695,Marketplace
1009,212,101,2025-01-11,2,3988,Online
1010,1028,84,2024-10-01,3,5628,Marketplace
1011,1978,19,2025-05-12,2,1642,Online
1012,1242,143,2024-08-05,1,419,Retail
1013,243,180,2024-10-21,2,180,Retail
1014,4794,149,2024-07-15,3,4683,Retail
1015,955,105,2024-10-12,1,1367,Online
1016,3090,175,2024-08-19,2,212,Marketplace
1017,4914,163,2025-01-17,1,75,Marketplace
1018,3391,180,2024-08-10,2,180,Online
1019,1144,59,2024-06-09,1,2141,Retail
1020,1971,130,2024-05-22,2,3572,Online
1021,1102,1,2025-02-10,1,328,Online
1022,1804,40,2024-05-17,1,422,Retail
1023,4459,6,2024-01-21,3,3378,Online
1024,3586,32,2025-05-12,1,1192,Marketplace
1025,1809,48,2025-04-01,3,2472,Marketplace
1026,2934,100,2024-11-12,2,3490,Retail
1027,769,18,2024-08-30,1,513,Marketplace
1028,592,147,2024-06-16,3,4668,Online
1029,2494,155,2024-05-21,3,402,Marketplace
1030,2248,129,2024-05-30,1,1014,Online
1031,1346,49,2024-04-18,3,1557,Online
1032,514,160,2024-08-22,2,142,Marketplace
1033,2954,57,2024-08-10,2,3028,Marketplace
1034,3088,182,2025-02-20,1,82,Online
1035,4503,33,2024-07-15,1,414,Online
1036,1051,112,2024-07-13,2,1080,Online
1037,4650,39,2024-10-26,1,1125,Marketplace
1038,3125,89,2025-04-02,3,7185,Retail
1039,2744,163,2024-07-01,3,225,Retail
1040,1497,194,2024-09-05,1,89,Retail
1041,3078,111,2025-03-11,2,3132,Marketplace
1042,2447,65,2024-11-07,1,1813,Online
1043,1773,84,2025-04-19,1,1876,Retail
1044,21,67,2025-05-13,2,2480,Online
1045,2741,188,2024-06-24,3,204,Online
1046,1707,95,2025-03-01,3,5256,Marketplace
1047,2096,123,2025-03-24,2,2742,Retail
1048,3942,153,2024-03-13,2,206,Online
1049,4391,32,2024-04-27,3,3576,Retail
1050,2464,38,2024-08-28,1,321,Online
1051,542,87,2024-05-09,1,1718,Marketplace
1052,3097,63,2025-01-09,2,2698,Retail
1053,686,154,2024-07-10,3,264,Retail
1054,2396,127,2024-10-24,2,1334,Online
1055,2930,178,2024-02-17,1,119,Online
1056,4820,157,2024-08-22,2,250,Retail
1057,3823,195,2024-10-28,3,399,Marketplace
1058,521,52,2024-03-09,1,817,Retail
1059,2372,111,2024-01-08,1,1566,Retail
1060,2339,19,2024-05-04,2,1642,Marketplace
1061,3568,150,2024-08-05,2,2030,Online
1062,1592,52,2024-01-27,3,2451,Retail
1063,3064,43,2024-09-14,3,3444,Online
1064,819,165,2025-01-05,1,83,Retail
1065,3936,43,2025-05-09,3,3444,Online
1066,2557,161,2024-04-15,1,57,Retail
1067,2659,42,2024-02-17,1,577,Online
1068,1875,156,2024-08-09,2,298,Marketplace
1069,3380,44,2024-03-28,3,1539,Retail
1070,122,126,2024-09-05,1,1123,Retail
1071,4496,124,2024-08-21,1,1663,Online
1072,3321,184,2024-11-19,1,101,Retail
1073,3468,140,2024-06-03,2,2760,Online
1074,3721,70,2025-03-05,2,3576,Online
1075,4489,80,2024-11-29,2,4442,Online
1076,3505,95,2025-02-24,1,1752,Retail
1077,1622,61,2024-05-05,3,2613,Retail
1078,3050,124,2025-04-27,1,1663,Marketplace
1079,1608,28,2024-01-07,1,1008,Marketplace
1080,433,135,2024-04-04,1,1590,Online
1081,1516,111,2025-05-05,1,1566,Retail
1082,2747,85,2025-05-15,2,3162,Retail
1083,2746,83,2025-04-10,3,2616,Retail
1084,2675,179,2025-04-13,1,25,Online
1085,2362,193,2025-01-14,1,84,Online
1086,2370,153,2025-02-07,1,103,Online
1087,3308,149,2024-07-28,1,1561,Marketplace
1088,845,155,2024-06-10,1,134,Online
1089,2620,38,2025-01-13,2,642,Retail
1090,1161,193,2024-01-10,3,252,Online
1091,3477,1,2025-04-02,2,656,Online
1092,4255,36,2024-03-13,1,439,Online
1093,1120,173,2024-05-22,1,137,Online
1094,2618,122,2024-04-28,1,1024,Retail
1095,1509,41,2024-12-06,1,692,Online
1096,3052,9,2024-07-12,1,938,Online
1097,226,88,2024-02-18,3,2742,Retail
1098,380,122,2025-03-11,3,3072,Online
1099,1702,156,2024-05-11,1,149,Retail
1100,1713,3,2024-04-24,2,1930,Retail
1101,1577,182,2024-04-26,1,82,Retail
1102,2979,120,2024-04-02,1,690,Retail
1103,957,1,2025-02-11,2,656,Online
1104,1993,192,2025-01-10,1,102,Retail
1105,2749,45,2025-03-02,2,1670,Marketplace
1106,2321,148,2024-06-19,3,4212,Online
1107,2493,19,2024-04-05,1,821,Retail
1108,2445,127,2025-01-30,2,1334,Marketplace
1109,3627,123,2024-08-07,3,4113,Online
1110,2161,105,2024-10-25,1,1367,Retail
1111,3518,70,2024-04-08,2,3576,Marketplace
1112,447,188,2025-01-08,1,68,Retail
1113,2028,150,2024-08-11,2,2030,Marketplace
1114,3880,129,2024-11-16,3,3042,Online
1115,4693,179,2024-10-08,2,50,Retail
1116,2954,14,2024-03-31,3,1281,Retail
1117,1901,185,2024-07-01,2,228,Marketplace
1118,2742,189,2024-12-18,1,23,Online
1119,3312,115,2024-07-08,2,1722,Marketplace
1120,544,21,2024-05-16,3,2292,Marketplace
1121,1292,178,2024-07-08,2,238,Online
1122,4186,139,2024-02-01,3,4491,Retail
1123,3412,195,2024-06-02,2,266,Online
1124,3873,156,2025-02-04,2,298,Marketplace
1125,2042,120,2024-07-26,1,690,Retail
1126,3039,15,2024-03-22,3,2619,Marketplace
1127,2219,156,2025-04-17,2,298,Marketplace
1128,2604,136,2024-12-07,2,1498,Online
1129,1708,54,2024-10-14,2,2390,Retail
1130,3341,33,2024-03-06,3,1242,Retail
1131,4518,73,2025-03-30,3,5259,Marketplace
1132,2047,83,2024-03-19,3,2616,Marketplace
1133,3181,144,2024-09-09,1,1038,Retail
1134,2440,147,2024-02-22,1,1556,Marketplace
1135,671,74,2024-03-21,2,4612,Retail
1136,3428,106,2025-05-01,2,2396,Online
1137,4482,73,2025-04-21,3,5259,Online
1138,2224,186,2024-04-18,2,296,Retail
1139,3366,59,2024-10-07,2,4282,Marketplace
1140,3516,82,2024-05-06,3,5676,Retail
1141,215,120,2024-07-30,3,2070,Online
1142,4411,170,2024-03-16,2,86,Marketplace
1143,3854,125,2024-10-29,3,2322,Retail
1144,4985,31,2025-01-20,1,821,Retail
1145,633,166,2024-07-31,3,369,Online
1146,1840,39,2024-12-10,2,2250,Retail
1147,832,172,2024-07-20,1,146,Retail
1148,1612,164,2024-12-21,3,72,Marketplace
1149,240,43,2024-05-05,1,1148,Online
1150,1706,85,2024-08-30,2,3162,Online
1151,483,63,2024-08-29,2,2698,Retail
1152,34,106,2025-04-27,1,1198,Online
1153,4394,16,2024-11-10,2,1604,Marketplace
1154,4538,135,2025-04-07,2,3180,Retail
1155,4555,111,2025-04-03,1,1566,Online
1156,2254,128,2024-10-20,2,3468,Online
1157,1080,44,2024-03-03,1,513,Marketplace
1158,1610,99,2024-10-30,2,4870,Marketplace
1159,3252,87,2024-04-04,2,3436,Marketplace
1160,2278,37,2025-03-05,3,2292,Online
1161,4737,140,2025-03-01,3,4140,Retail
1162,3184,154,2025-03-07,1,88,Retail
1163,2822,44,2025-01-19,2,1026,Marketplace
1164,1567,138,2024-11-02,1,984,Online
1165,1137,174,2025-01-18,2,62,Retail
1166,2463,52,2024-01-06,3,2451,Online
